Time_s,Pos_X_m,Pos_Y_m,Altitude_m,Velocity_kmh,Acceleration_m_s2,Fuel_kg,Phase
73.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
73.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
73.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
74.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
74.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
74.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
74.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
74.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
74.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
74.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
74.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
74.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
74.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
75.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
75.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
75.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
75.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
75.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
75.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
75.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
75.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
75.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
75.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
76.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
76.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
76.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
76.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
76.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
76.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
76.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
76.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
76.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
76.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
77.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
77.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
77.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
77.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
77.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
77.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
77.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
77.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
77.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
77.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
78.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
78.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
78.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
78.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
78.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
78.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
78.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
78.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
78.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
78.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
79.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
79.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
79.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
79.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
79.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
79.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
79.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
79.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
79.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
79.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
80.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
80.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
80.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
80.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
80.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
80.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
80.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
80.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
80.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
80.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
81.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
81.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
81.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
81.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
81.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
81.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
81.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
81.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
81.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
81.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
82.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
82.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
82.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
82.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
82.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
82.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
82.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
82.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
82.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
82.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
83.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
83.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
83.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
83.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
83.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
83.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
83.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
83.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
83.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
83.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
84.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
84.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
84.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
84.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
84.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
84.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
84.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
84.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
84.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
84.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
85.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
85.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
85.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
85.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
85.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
85.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
85.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
85.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
85.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
85.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
86.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
86.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
86.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
86.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
86.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
86.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
86.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
86.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
86.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
86.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
87.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
87.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
87.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
87.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
87.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
87.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
87.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
87.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
87.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
87.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
88.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
88.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
88.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
88.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
88.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
88.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
88.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
88.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
88.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
88.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
89.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
89.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
89.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
89.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
89.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
89.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
89.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
89.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
89.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
89.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
90.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
90.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,0
90.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
90.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
90.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
90.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
90.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
90.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
90.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
90.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
91.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
91.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
91.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
91.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
91.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
91.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
91.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
91.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
91.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
91.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
92.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
92.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
92.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
92.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
92.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
92.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
92.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
92.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
92.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
92.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
93.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
93.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
93.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
93.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
93.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
93.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
93.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
93.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
93.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
93.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
94.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
94.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
94.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
94.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
94.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
94.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
94.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
94.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
94.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
94.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
95.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
95.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
95.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
95.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
95.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
95.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
95.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
95.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
95.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
95.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
96.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
96.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
96.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
96.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
96.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
96.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
96.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
96.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
96.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
96.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
97.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
97.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
97.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
97.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
97.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
97.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
97.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
97.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
97.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
97.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
98.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
98.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
98.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
98.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
98.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
98.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
98.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
98.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
98.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
98.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
99.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
99.100,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
99.200,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
99.300,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
99.400,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
99.500,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
99.600,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
99.700,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
99.800,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
99.900,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
100.000,-1.#QO,-1.#QO,-1.#QO,-1.#QO,-1.#QNAN0,-1.#QO,1
